label,n,p,k,temperature,humidity,soil_moisture,soil_type,fertilizer
barley,6,13,12,25.28,55.82,32.12,Clayey,10-26-26
sugarcane,38,0,0,29.97,58.25,31.86,Loamy,28-28
wheat,8,38,0,32.38,58.5,45.02,Red,20-20
sugarcane,26,17,0,30.69,59.44,51.07,Sandy,10-26-26
millets,37,4,0,33.71,71.14,43.81,Clayey,17-17-17
cotton,17,41,3,26.91,52.52,30.81,Black,28-28
tobacco,20,22,0,29.32,51.48,40.11,Red,Urea
wheat,9,12,4,25.99,55.37,65.56,Sandy,28-28
wheat,9,32,8,33.65,66.5,65.99,Black,DAP
wheat,20,20,2,29.23,55.19,29.27,Red,28-28
oil_seeds,40,2,0,25.5,65.19,38.34,Loamy,Urea
wheat,34,3,2,26.92,56.83,44.88,Loamy,Urea
paddy,40,0,0,35.51,70.33,59.14,Loamy,DAP
tobacco,28,16,3,27.1,61.29,41.14,Sandy,10-26-26
paddy,0,16,13,32.66,55.25,20.0,Red,10-26-26
maize,7,27,8,35.8,55.37,57.55,Clayey,14-35-14
maize,22,24,0,29.38,54.47,52.56,Sandy,14-35-14
millets,7,30,8,36.66,76.82,39.74,Sandy,10-26-26
wheat,10,42,4,32.53,60.02,29.35,Clayey,Urea
pulses,13,12,0,32.66,74.93,33.56,Black,17-17-17
maize,11,38,0,34.63,63.8,24.01,Black,Urea
oil_seeds,7,28,8,24.84,62.63,36.65,Black,10-26-26
millets,16,16,1,29.0,44.56,33.96,Red,20-20
ground_nuts,21,19,2,35.26,53.82,24.93,Red,Urea
paddy,5,32,5,33.42,55.5,64.41,Black,17-17-17
wheat,40,4,0,28.04,55.51,49.43,Sandy,28-28
millets,22,26,4,34.9,61.86,35.47,Clayey,20-20
wheat,16,5,1,22.34,53.62,38.61,Red,17-17-17
paddy,10,35,0,28.11,47.2,36.8,Clayey,20-20
wheat,4,24,9,34.35,66.79,51.52,Black,17-17-17
tobacco,14,37,3,28.74,48.61,35.72,Red,14-35-14
oil_seeds,12,17,0,22.56,50.58,29.13,Loamy,20-20
barley,28,14,0,26.95,50.63,43.0,Sandy,10-26-26
wheat,25,19,0,26.39,54.79,46.15,Sandy,DAP
ground_nuts,39,0,3,30.13,72.21,35.94,Red,14-35-14
pulses,35,2,0,35.71,67.62,25.16,Red,17-17-17
barley,19,40,0,28.88,60.85,28.57,Clayey,10-26-26
sugarcane,11,4,0,27.05,44.74,56.64,Red,10-26-26
tobacco,42,0,0,29.34,44.01,41.14,Loamy,14-35-14
sugarcane,7,37,0,39.33,67.44,37.85,Loamy,14-35-14
ground_nuts,8,40,0,28.53,59.01,60.57,Clayey,28-28
cotton,33,0,3,23.12,58.63,37.49,Black,14-35-14
paddy,17,21,0,31.53,58.95,51.37,Clayey,14-35-14
wheat,8,9,2,33.55,60.65,58.59,Red,20-20
pulses,14,11,12,30.15,64.35,67.45,Black,20-20
tobacco,11,37,4,39.81,63.65,63.69,Red,14-35-14
sugarcane,4,26,11,34.51,52.14,70.0,Clayey,28-28
sugarcane,26,18,0,35.66,54.44,42.29,Loamy,17-17-17
barley,44,2,0,25.65,62.92,28.49,Sandy,14-35-14
ground_nuts,36,0,0,28.51,44.09,28.38,Black,10-26-26
maize,12,31,0,30.09,54.43,60.02,Red,17-17-17
paddy,10,20,15,22.27,61.81,43.11,Red,DAP
maize,9,17,18,38.38,65.51,46.26,Black,28-28
ground_nuts,8,39,0,32.61,50.77,63.48,Red,Urea
paddy,18,11,0,26.99,47.9,45.66,Red,10-26-26
millets,16,7,0,29.77,63.41,50.3,Black,17-17-17
ground_nuts,13,41,3,28.27,59.38,45.0,Loamy,10-26-26
cotton,24,29,0,33.5,53.07,46.85,Red,17-17-17
pulses,37,0,4,37.95,68.37,55.82,Loamy,14-35-14
ground_nuts,26,22,3,25.06,64.02,38.39,Black,DAP
sugarcane,14,35,0,26.79,62.91,25.01,Loamy,DAP
paddy,12,41,0,26.72,52.56,31.72,Sandy,DAP
millets,21,21,4,22.39,61.19,37.56,Black,14-35-14
wheat,3,26,6,30.98,72.26,70.0,Sandy,14-35-14
maize,3,20,18,30.37,74.96,45.96,Sandy,Urea
maize,16,44,2,36.58,61.79,40.55,Loamy,DAP
wheat,18,24,0,26.45,60.78,50.52,Sandy,28-28
maize,13,13,0,25.6,52.6,54.46,Red,Urea
millets,35,0,2,35.57,72.13,33.41,Red,Urea
millets,12,39,0,33.06,60.37,69.48,Sandy,28-28
pulses,17,21,0,29.39,53.28,40.12,Loamy,Urea
paddy,46,4,4,28.21,59.37,42.81,Red,17-17-17
sugarcane,7,31,4,35.57,60.63,45.71,Black,14-35-14
cotton,9,18,20,37.32,76.39,48.4,Loamy,28-28
millets,13,37,2,40.0,56.27,40.77,Loamy,Urea
pulses,8,30,3,39.82,70.94,30.3,Loamy,28-28
paddy,9,17,0,38.99,74.78,27.58,Black,Urea
millets,36,3,3,27.9,58.51,31.93,Red,20-20
sugarcane,9,32,12,33.88,68.15,42.03,Sandy,28-28
sugarcane,19,39,1,40.0,71.79,58.99,Black,14-35-14
barley,10,14,0,30.18,53.72,36.61,Red,17-17-17
pulses,33,0,0,32.53,56.27,29.85,Clayey,17-17-17
pulses,11,16,0,33.72,50.47,44.08,Black,10-26-26
tobacco,5,33,11,31.86,51.97,62.52,Black,28-28
tobacco,39,0,4,34.28,52.14,44.07,Black,10-26-26
ground_nuts,11,19,0,25.94,60.8,62.34,Clayey,Urea
pulses,23,21,1,26.63,56.66,45.46,Red,DAP
cotton,26,25,4,35.09,63.88,46.21,Loamy,20-20
millets,14,9,2,32.66,59.08,54.63,Red,Urea
tobacco,34,0,0,34.76,67.48,24.8,Loamy,17-17-17
wheat,18,40,2,31.21,56.6,34.03,Sandy,14-35-14
barley,4,29,4,34.72,67.85,69.81,Loamy,Urea
wheat,7,19,20,23.38,55.92,50.56,Clayey,14-35-14
oil_seeds,34,0,4,30.14,55.49,45.37,Clayey,DAP
wheat,12,39,4,29.71,50.93,41.83,Sandy,14-35-14
millets,8,27,5,30.88,51.0,46.08,Red,28-28
oil_seeds,19,25,0,31.28,68.41,27.47,Black,10-26-26
paddy,11,22,14,32.92,77.29,48.08,Clayey,10-26-26
wheat,16,40,2,25.87,69.73,28.7,Clayey,17-17-17
barley,39,1,1,30.53,63.85,56.3,Sandy,20-20
paddy,39,0,0,37.03,69.99,42.75,Clayey,14-35-14
maize,8,17,2,37.38,70.59,66.29,Sandy,20-20
ground_nuts,24,17,0,28.44,55.23,33.64,Red,10-26-26
ground_nuts,25,19,0,24.57,49.59,48.59,Sandy,17-17-17
maize,13,13,17,25.23,48.23,21.3,Black,Urea
oil_seeds,12,44,0,30.98,60.86,33.37,Red,20-20
cotton,18,19,2,28.45,55.92,48.02,Black,17-17-17
oil_seeds,14,14,15,22.21,43.72,21.74,Clayey,Urea
sugarcane,12,37,1,36.2,55.53,54.66,Clayey,10-26-26
tobacco,11,39,1,32.48,64.01,50.17,Loamy,20-20
tobacco,13,8,3,29.67,60.0,70.0,Red,Urea
ground_nuts,36,3,0,30.62,59.17,45.5,Sandy,20-20
tobacco,16,33,0,29.51,55.64,28.32,Loamy,Urea
cotton,8,11,2,29.64,54.26,30.97,Black,Urea
pulses,8,27,2,30.83,64.19,23.01,Clayey,Urea
millets,41,0,0,34.15,50.64,39.17,Loamy,17-17-17
paddy,7,27,8,32.54,52.1,29.86,Sandy,20-20
pulses,24,19,4,35.15,65.46,50.44,Red,Urea
ground_nuts,7,41,0,32.88,70.34,29.01,Loamy,14-35-14
ground_nuts,35,0,0,32.26,57.08,42.58,Clayey,Urea
millets,12,36,4,28.94,60.34,31.18,Loamy,17-17-17
oil_seeds,45,0,1,24.61,43.14,27.28,Red,28-28
millets,11,27,10,32.63,71.17,55.93,Loamy,Urea
maize,9,27,7,31.18,72.57,46.74,Loamy,14-35-14
cotton,6,31,11,23.69,57.9,39.61,Sandy,14-35-14
tobacco,41,0,3,32.48,53.65,28.91,Clayey,17-17-17
ground_nuts,26,14,0,28.7,53.21,40.31,Sandy,14-35-14
oil_seeds,12,14,9,32.8,71.66,44.08,Red,Urea
maize,7,34,0,37.65,60.86,24.45,Black,10-26-26
oil_seeds,3,17,16,26.1,50.4,41.08,Black,28-28
maize,9,38,0,31.22,74.54,61.36,Sandy,Urea
ground_nuts,13,37,1,36.78,69.9,38.86,Red,DAP
maize,33,3,0,38.75,58.17,52.93,Loamy,28-28
pulses,1,12,17,29.13,47.06,44.06,Red,20-20
pulses,30,1,0,28.65,62.64,41.6,Loamy,DAP
cotton,32,2,0,20.54,40.79,56.58,Clayey,28-28
cotton,45,0,0,27.19,62.12,35.74,Red,Urea
tobacco,41,0,2,29.74,53.77,40.06,Red,17-17-17
oil_seeds,10,15,10,33.98,67.67,62.06,Black,DAP
pulses,9,12,4,28.91,67.6,39.3,Red,DAP
millets,10,15,17,26.09,50.03,60.84,Sandy,20-20
ground_nuts,32,0,0,29.22,54.96,70.0,Black,10-26-26
oil_seeds,9,20,18,27.68,66.84,28.69,Black,28-28
sugarcane,10,14,0,21.94,46.3,27.7,Loamy,14-35-14
ground_nuts,9,39,2,32.27,54.7,59.44,Sandy,DAP
ground_nuts,36,0,0,29.59,47.26,67.15,Loamy,14-35-14
tobacco,37,0,0,38.97,61.93,48.53,Black,DAP
maize,36,0,0,40.0,63.37,45.26,Sandy,14-35-14
pulses,6,36,2,32.81,73.39,41.77,Sandy,28-28
cotton,13,9,4,36.48,66.13,30.41,Black,DAP
tobacco,45,1,4,31.25,67.15,42.57,Sandy,17-17-17
ground_nuts,17,23,0,24.83,57.76,31.75,Sandy,14-35-14
cotton,19,33,3,29.72,53.18,42.19,Sandy,DAP
paddy,22,21,0,27.26,43.94,42.1,Loamy,14-35-14
wheat,39,0,0,34.34,55.85,27.98,Black,28-28
ground_nuts,8,14,15,23.7,41.13,58.8,Sandy,Urea
sugarcane,8,32,4,33.32,71.88,37.86,Loamy,20-20
pulses,38,0,0,27.34,55.87,43.75,Clayey,10-26-26
tobacco,6,23,12,22.71,49.95,45.22,Loamy,14-35-14
wheat,12,12,0,29.55,59.76,58.15,Clayey,14-35-14
tobacco,13,17,5,33.39,53.49,50.08,Sandy,28-28
ground_nuts,37,0,0,31.64,68.77,39.39,Sandy,20-20
paddy,16,7,17,23.18,46.72,29.53,Black,17-17-17
pulses,7,10,0,24.94,66.7,66.09,Sandy,17-17-17
barley,10,19,17,21.74,44.09,59.39,Sandy,Urea
pulses,35,0,0,30.28,63.74,54.26,Loamy,17-17-17
pulses,20,22,0,23.22,49.73,51.54,Clayey,20-20
ground_nuts,25,20,3,29.69,47.64,46.87,Clayey,14-35-14
maize,15,16,7,35.79,55.43,70.0,Black,DAP
maize,10,26,11,38.68,77.89,35.76,Loamy,14-35-14
barley,13,40,0,34.07,60.31,40.04,Red,20-20
ground_nuts,22,22,0,29.16,66.79,59.72,Sandy,17-17-17
ground_nuts,12,44,2,36.5,69.77,62.08,Loamy,10-26-26
paddy,7,13,17,27.05,63.35,58.77,Red,DAP
barley,10,33,0,31.49,71.13,61.76,Black,28-28
wheat,21,23,0,30.84,59.19,45.38,Loamy,14-35-14
wheat,9,25,8,34.3,52.7,60.28,Sandy,20-20
barley,3,29,3,31.13,73.3,29.78,Loamy,DAP
tobacco,28,20,2,28.87,58.01,36.28,Sandy,20-20
tobacco,8,13,4,36.02,63.58,41.22,Red,14-35-14
oil_seeds,35,0,4,35.93,59.27,55.76,Sandy,DAP
cotton,12,38,2,32.15,54.75,62.62,Loamy,DAP
millets,43,2,4,23.42,58.34,36.7,Clayey,28-28
maize,10,17,20,24.23,54.91,32.3,Loamy,20-20
cotton,12,33,1,28.51,48.44,45.73,Black,Urea
paddy,14,36,0,32.06,55.34,56.8,Sandy,DAP
tobacco,40,0,0,31.18,54.19,43.3,Loamy,17-17-17
barley,10,45,0,33.59,54.6,51.9,Loamy,Urea
millets,17,31,0,30.36,59.8,70.0,Red,Urea
tobacco,7,26,14,28.79,64.17,68.25,Sandy,20-20
cotton,18,22,1,28.74,44.89,43.99,Black,14-35-14
sugarcane,32,0,2,32.33,48.88,31.39,Black,DAP
millets,12,21,20,39.12,61.14,51.1,Red,Urea
millets,11,12,0,34.71,54.08,46.09,Loamy,Urea
barley,14,9,0,30.34,64.88,34.89,Sandy,17-17-17
tobacco,12,40,3,27.59,52.12,42.52,Red,17-17-17
wheat,12,39,0,35.14,69.39,45.5,Black,Urea
barley,44,4,0,29.61,55.37,42.37,Clayey,10-26-26
tobacco,16,40,0,27.8,61.15,38.19,Black,14-35-14
barley,12,41,1,39.34,73.55,37.74,Sandy,10-26-26
maize,10,10,0,25.49,58.9,27.75,Sandy,10-26-26
cotton,38,1,0,30.35,62.68,46.39,Black,20-20
tobacco,20,23,0,29.31,65.11,40.63,Black,14-35-14
cotton,11,39,0,30.84,76.53,34.0,Loamy,Urea
sugarcane,21,23,0,34.51,54.23,48.09,Loamy,DAP
tobacco,21,24,2,29.97,59.98,41.02,Loamy,10-26-26
maize,10,13,22,29.54,46.05,47.43,Clayey,10-26-26
maize,18,21,2,29.6,65.96,27.64,Sandy,DAP
pulses,4,30,4,32.18,62.78,23.55,Loamy,20-20
tobacco,39,1,4,32.29,62.31,33.23,Sandy,10-26-26
sugarcane,11,18,14,36.35,69.02,43.17,Loamy,28-28
wheat,14,38,0,37.33,59.48,53.07,Clayey,DAP
ground_nuts,10,43,4,38.06,52.11,41.53,Clayey,14-35-14
paddy,14,33,3,29.52,68.99,56.83,Sandy,20-20
sugarcane,10,28,9,40.0,78.86,52.13,Clayey,17-17-17
tobacco,20,26,0,22.07,51.67,51.97,Clayey,14-35-14
cotton,14,10,0,30.67,50.16,40.76,Black,17-17-17
oil_seeds,11,34,5,25.98,62.89,61.12,Red,10-26-26
maize,18,20,1,29.25,53.85,33.95,Red,14-35-14
barley,10,9,0,26.51,60.56,35.77,Loamy,DAP
sugarcane,10,29,6,26.7,52.31,61.77,Clayey,DAP
oil_seeds,21,25,0,25.95,62.86,51.74,Clayey,20-20
oil_seeds,19,27,4,24.2,60.2,34.14,Loamy,28-28
millets,24,28,0,23.0,52.82,37.28,Clayey,DAP
sugarcane,10,11,0,31.77,57.58,49.46,Sandy,20-20
ground_nuts,3,21,21,30.35,73.19,41.73,Sandy,17-17-17
paddy,9,9,0,32.72,56.31,41.59,Sandy,17-17-17
oil_seeds,11,26,10,32.17,56.59,62.96,Clayey,28-28
millets,17,38,4,29.6,58.17,40.56,Red,DAP
ground_nuts,3,16,18,29.06,62.14,45.05,Red,28-28
sugarcane,44,2,0,25.43,50.72,42.78,Clayey,Urea
pulses,3,29,11,31.93,61.7,61.0,Loamy,17-17-17
pulses,18,16,0,38.76,72.35,28.4,Black,28-28
sugarcane,7,17,14,22.95,47.87,42.49,Red,14-35-14
ground_nuts,18,20,0,35.14,69.77,31.06,Sandy,10-26-26
maize,16,11,0,22.81,48.89,28.47,Loamy,20-20
maize,31,0,0,38.07,62.7,66.49,Red,20-20
wheat,39,3,0,24.17,62.74,42.08,Black,17-17-17
ground_nuts,39,4,0,29.03,66.58,27.4,Loamy,28-28
pulses,4,8,0,37.98,57.42,48.64,Loamy,10-26-26
sugarcane,14,16,21,24.2,63.32,30.41,Red,17-17-17
tobacco,13,40,1,39.47,72.83,59.41,Sandy,28-28
millets,38,4,2,32.72,59.26,37.37,Loamy,10-26-26
paddy,6,12,18,23.61,40.7,39.71,Clayey,14-35-14
ground_nuts,7,11,0,24.04,65.32,45.42,Clayey,20-20
tobacco,5,26,8,26.11,65.75,70.0,Red,17-17-17
cotton,21,17,3,32.02,53.18,50.78,Sandy,Urea
wheat,14,8,18,29.17,59.16,55.51,Loamy,14-35-14
millets,12,7,0,28.74,54.8,58.08,Black,14-35-14
pulses,35,1,4,28.05,53.77,30.81,Loamy,20-20
sugarcane,39,0,3,30.96,57.8,42.72,Red,14-35-14
barley,10,35,0,32.12,70.24,29.28,Red,20-20
pulses,22,21,2,31.52,56.11,29.79,Clayey,Urea
oil_seeds,17,10,0,39.41,63.5,41.68,Black,10-26-26
paddy,9,19,19,24.4,59.68,29.94,Clayey,14-35-14
maize,6,31,13,37.61,56.44,61.31,Sandy,17-17-17
barley,31,1,1,26.71,59.61,29.75,Sandy,28-28
pulses,38,4,2,35.3,65.91,61.45,Black,28-28
oil_seeds,8,13,14,26.25,48.11,47.36,Clayey,DAP
maize,34,0,0,23.41,47.11,60.88,Sandy,14-35-14
millets,15,10,15,26.86,58.4,49.47,Loamy,14-35-14
pulses,23,22,0,30.4,64.62,29.5,Clayey,20-20
paddy,9,10,3,31.84,63.65,43.05,Clayey,17-17-17
paddy,9,21,15,35.66,67.28,53.18,Loamy,10-26-26
paddy,4,25,9,32.88,53.21,20.0,Black,17-17-17
barley,35,0,2,27.68,46.99,22.43,Black,17-17-17
millets,13,41,0,31.06,58.96,32.69,Sandy,DAP
cotton,14,12,16,29.43,42.86,23.41,Clayey,DAP
millets,10,32,7,33.89,55.98,45.78,Sandy,20-20
ground_nuts,13,37,0,37.59,73.0,62.01,Red,10-26-26
sugarcane,7,11,13,27.06,58.24,46.67,Sandy,20-20
paddy,38,0,0,32.94,59.38,30.73,Black,14-35-14
oil_seeds,6,33,5,28.39,51.88,59.74,Loamy,DAP
barley,19,41,2,31.18,55.41,33.33,Black,17-17-17
barley,8,13,20,26.88,60.42,29.07,Black,20-20
tobacco,21,22,3,28.78,46.7,36.68,Clayey,28-28
barley,24,20,0,22.15,54.75,39.9,Clayey,28-28
paddy,5,10,13,34.37,52.58,39.35,Red,10-26-26
tobacco,16,36,4,38.93,72.2,68.8,Red,Urea
sugarcane,9,28,5,33.86,61.51,60.88,Loamy,10-26-26
cotton,16,40,1,29.29,49.2,35.91,Red,10-26-26
cotton,20,19,0,26.65,61.13,36.81,Loamy,10-26-26
millets,19,19,4,23.94,46.32,39.99,Black,Urea
millets,20,19,0,30.97,58.0,39.5,Sandy,20-20
tobacco,38,0,2,30.01,51.08,29.77,Black,DAP
sugarcane,22,23,0,27.0,61.54,48.67,Sandy,17-17-17
pulses,9,17,20,23.87,50.93,44.6,Clayey,14-35-14
barley,36,3,4,37.83,58.79,52.48,Red,Urea
tobacco,13,13,0,28.0,47.27,57.35,Clayey,Urea
oil_seeds,9,8,0,28.02,63.79,48.61,Loamy,17-17-17
wheat,5,15,4,29.13,67.17,44.42,Black,28-28
barley,25,28,0,34.41,62.43,33.3,Loamy,28-28
pulses,3,32,13,29.76,61.14,53.09,Black,DAP
ground_nuts,13,40,0,25.61,56.5,60.49,Loamy,10-26-26
tobacco,33,0,0,22.49,46.82,30.38,Black,Urea
ground_nuts,5,19,12,29.13,46.65,36.41,Loamy,14-35-14
tobacco,18,28,2,31.29,60.08,42.87,Red,17-17-17
paddy,39,0,3,38.61,69.3,41.21,Black,20-20
pulses,15,30,4,29.54,54.01,70.0,Loamy,DAP
maize,24,16,1,34.72,64.79,24.84,Clayey,20-20
pulses,14,29,2,33.47,61.96,52.46,Sandy,20-20
sugarcane,9,36,0,30.67,67.01,70.0,Loamy,28-28
barley,11,12,1,23.84,40.88,64.6,Black,Urea
pulses,11,38,0,35.5,64.73,50.91,Clayey,14-35-14
sugarcane,39,2,0,26.3,56.35,38.58,Loamy,14-35-14
cotton,23,15,0,21.44,43.3,36.7,Sandy,17-17-17
sugarcane,42,0,0,31.67,71.83,25.15,Sandy,20-20
wheat,20,16,1,34.02,65.9,36.28,Clayey,14-35-14
wheat,7,31,8,27.74,58.79,39.22,Black,28-28
pulses,10,35,9,34.47,62.06,31.47,Clayey,14-35-14
oil_seeds,8,9,4,22.28,44.81,70.0,Clayey,28-28
sugarcane,14,16,7,32.67,66.69,70.0,Red,Urea
millets,6,35,0,38.27,69.52,41.61,Black,DAP
sugarcane,9,18,1,34.72,55.96,37.9,Sandy,10-26-26
paddy,39,2,1,24.93,55.08,70.0,Red,Urea
millets,8,16,10,29.31,44.74,47.53,Sandy,DAP
pulses,15,37,0,37.76,59.22,56.24,Red,17-17-17
ground_nuts,18,37,0,27.61,57.05,25.26,Red,20-20
oil_seeds,32,4,4,24.83,54.72,32.76,Black,10-26-26
wheat,10,35,5,33.76,53.8,61.55,Black,DAP
cotton,7,41,0,40.0,60.45,33.52,Black,17-17-17
barley,18,20,4,36.02,74.78,38.64,Loamy,14-35-14
oil_seeds,12,34,9,29.17,58.72,20.0,Clayey,10-26-26
sugarcane,37,0,0,29.35,51.42,70.0,Red,28-28
pulses,25,24,1,32.78,63.54,36.29,Red,17-17-17
pulses,16,9,2,33.16,56.99,39.99,Red,14-35-14
maize,19,33,3,32.62,52.77,37.75,Red,Urea
wheat,1,16,17,32.78,73.78,36.5,Sandy,Urea
sugarcane,38,0,0,22.5,43.53,24.16,Loamy,10-26-26
barley,13,40,0,30.9,58.59,38.32,Black,20-20
paddy,8,13,2,34.54,55.21,45.01,Sandy,20-20
ground_nuts,21,17,0,21.41,53.24,26.72,Loamy,14-35-14
pulses,37,0,4,29.97,69.39,25.39,Red,10-26-26
paddy,7,32,6,25.29,61.48,27.71,Red,Urea
maize,6,30,9,32.78,68.98,42.07,Red,14-35-14
pulses,43,0,0,27.38,50.06,24.55,Black,20-20
ground_nuts,5,22,16,34.33,67.03,36.49,Red,DAP
tobacco,40,0,0,20.45,45.71,55.91,Red,DAP
millets,41,0,0,33.66,76.53,54.93,Black,DAP
maize,42,0,3,27.79,51.33,28.88,Loamy,20-20
millets,43,0,2,30.52,54.99,69.02,Loamy,10-26-26
sugarcane,39,0,0,28.83,64.74,44.66,Red,28-28
paddy,19,22,0,31.78,66.32,62.44,Red,17-17-17
maize,35,0,0,28.49,61.78,47.46,Sandy,14-35-14
wheat,8,28,5,26.7,61.16,69.76,Black,17-17-17
sugarcane,40,1,0,23.59,48.13,28.61,Sandy,DAP
barley,8,6,0,32.73,67.1,34.06,Loamy,28-28
pulses,7,29,4,33.44,67.04,56.66,Loamy,10-26-26
paddy,8,34,5,27.3,58.19,21.84,Loamy,DAP
paddy,11,31,12,30.79,53.82,68.44,Loamy,14-35-14
ground_nuts,6,14,20,28.67,55.3,38.91,Clayey,10-26-26
barley,13,11,1,26.88,59.5,33.0,Black,14-35-14
paddy,11,11,0,25.28,48.16,60.97,Black,28-28
pulses,12,38,4,39.78,59.7,70.0,Sandy,DAP
barley,4,24,13,25.07,48.14,38.76,Clayey,Urea
millets,32,0,4,28.53,58.99,66.34,Red,14-35-14
paddy,35,0,3,23.38,59.24,45.99,Sandy,10-26-26
tobacco,9,7,3,26.95,52.13,54.83,Sandy,DAP
maize,7,21,19,34.46,67.55,53.28,Black,DAP
maize,41,0,0,30.24,57.35,39.81,Black,20-20
cotton,6,25,5,30.01,48.4,35.35,Clayey,17-17-17
paddy,8,15,9,34.19,69.83,62.1,Sandy,20-20
cotton,10,28,14,32.25,50.03,66.47,Clayey,14-35-14
maize,21,24,0,33.16,66.73,50.78,Loamy,28-28
millets,10,10,1,37.12,70.82,39.36,Black,DAP
ground_nuts,4,30,13,32.23,69.85,66.56,Black,Urea
paddy,25,20,2,38.56,68.08,57.75,Sandy,10-26-26
cotton,40,2,0,27.12,58.16,22.74,Black,Urea
wheat,13,38,2,24.73,51.53,26.69,Loamy,17-17-17
wheat,10,16,16,29.05,63.39,46.94,Loamy,DAP
pulses,24,15,0,28.36,52.45,31.86,Red,14-35-14
wheat,4,32,9,37.97,57.61,56.51,Loamy,DAP
wheat,15,33,2,31.75,49.36,57.18,Clayey,14-35-14
maize,38,1,0,39.48,79.62,45.0,Red,17-17-17
tobacco,10,37,4,31.73,51.04,30.08,Loamy,DAP
barley,35,0,3,32.2,72.21,60.57,Loamy,10-26-26
wheat,41,0,0,33.52,56.48,24.69,Sandy,DAP
pulses,20,22,0,35.4,66.88,56.01,Clayey,20-20
millets,6,12,16,28.75,56.3,63.61,Sandy,Urea
oil_seeds,8,32,0,27.28,44.46,51.74,Clayey,14-35-14
ground_nuts,42,1,0,33.78,69.12,20.23,Loamy,20-20
ground_nuts,11,34,0,28.26,60.74,38.67,Red,14-35-14
ground_nuts,39,0,4,32.33,64.89,54.65,Loamy,Urea
paddy,10,10,3,39.82,68.1,26.42,Red,17-17-17
oil_seeds,16,11,3,23.86,58.39,20.05,Loamy,17-17-17
barley,16,45,0,22.59,56.96,27.15,Red,10-26-26
ground_nuts,10,34,2,25.76,66.93,23.29,Red,DAP
wheat,6,17,0,24.38,52.1,61.63,Black,DAP
sugarcane,8,26,9,24.99,61.19,45.63,Black,28-28
pulses,13,10,0,26.32,57.42,33.27,Clayey,28-28
sugarcane,5,7,0,25.92,59.83,38.31,Red,14-35-14
sugarcane,12,10,0,35.0,75.25,35.02,Loamy,17-17-17
barley,12,15,0,26.66,68.27,47.59,Sandy,10-26-26
pulses,18,21,0,20.3,54.28,45.3,Red,14-35-14
cotton,37,0,3,25.23,45.43,37.13,Black,17-17-17
ground_nuts,40,0,3,30.71,56.46,43.4,Clayey,14-35-14
sugarcane,10,41,2,33.8,58.42,63.96,Clayey,10-26-26
millets,24,20,0,25.47,48.38,36.0,Black,10-26-26
oil_seeds,6,29,5,26.75,60.71,69.47,Red,17-17-17
oil_seeds,40,0,3,31.97,52.19,32.94,Black,14-35-14
maize,42,0,0,30.06,63.8,35.07,Red,14-35-14
oil_seeds,39,0,3,25.45,53.33,23.38,Loamy,Urea
pulses,14,12,9,38.04,64.69,48.58,Clayey,DAP
ground_nuts,14,36,0,40.0,75.91,41.53,Red,DAP
paddy,45,0,0,26.7,49.6,42.38,Red,17-17-17
barley,6,13,0,30.02,65.59,54.31,Loamy,14-35-14
cotton,9,17,1,30.26,44.92,59.46,Black,14-35-14
paddy,3,20,12,24.6,42.57,45.33,Clayey,10-26-26
tobacco,5,17,14,30.5,56.85,37.55,Red,20-20
paddy,10,37,0,33.02,75.26,31.06,Red,10-26-26
millets,10,12,0,28.62,46.23,66.04,Red,DAP
pulses,8,35,3,29.99,69.45,20.0,Loamy,10-26-26
maize,5,26,5,25.88,62.12,69.37,Black,14-35-14
tobacco,20,25,0,30.13,68.83,49.19,Clayey,20-20
tobacco,21,17,0,34.13,72.64,46.55,Black,Urea
oil_seeds,10,36,8,32.58,55.89,49.25,Red,17-17-17
maize,10,9,18,31.89,67.32,55.3,Loamy,17-17-17
millets,8,11,17,32.95,48.92,32.88,Black,17-17-17
oil_seeds,15,14,1,35.37,75.72,32.49,Red,DAP
barley,14,36,0,31.8,60.45,29.67,Black,17-17-17
millets,13,11,16,26.49,68.8,49.84,Clayey,28-28
cotton,43,2,4,38.31,61.97,48.6,Sandy,DAP
oil_seeds,38,3,3,36.93,64.85,47.1,Red,14-35-14
cotton,15,15,11,21.89,47.55,20.0,Clayey,17-17-17
sugarcane,17,18,2,40.0,75.07,38.95,Clayey,17-17-17
tobacco,7,31,7,37.05,69.76,48.65,Black,17-17-17
tobacco,11,13,0,33.03,57.67,46.12,Clayey,DAP
wheat,8,14,0,30.6,60.9,57.87,Red,Urea
sugarcane,6,31,11,32.22,60.78,34.61,Red,17-17-17
oil_seeds,35,0,0,32.77,60.31,32.09,Loamy,DAP
millets,12,29,10,29.89,52.86,50.67,Sandy,Urea
ground_nuts,13,40,4,35.93,68.53,36.36,Sandy,Urea
cotton,14,39,0,37.85,64.18,57.45,Sandy,Urea
ground_nuts,30,0,0,24.66,47.81,24.37,Sandy,DAP
tobacco,40,0,0,28.48,69.99,27.05,Black,DAP
cotton,39,1,0,35.25,55.27,39.3,Loamy,10-26-26
pulses,22,20,0,32.92,51.51,35.47,Black,28-28
pulses,36,0,3,39.3,71.67,43.17,Sandy,Urea
oil_seeds,11,38,3,30.2,43.41,40.91,Black,Urea
sugarcane,21,24,0,32.52,64.65,24.55,Sandy,14-35-14
