label,n,p,k,ph,temperature,rainfall,humidity,soil_type
yam,34,47,19,6.57,27.31,53.15,85.45,loamy
maize,89,60,17,5.98,25.38,101.7,57.21,sandy loam
yam,31,51,25,7.2,27.54,53.02,85.57,loamy
tomatoes,98,7,45,6.16,27.79,26.85,92.51,sandy loam
yam,11,46,24,6.46,27.65,56.53,89.81,loamy
orange,20,7,9,7.13,29.48,111.17,91.58,loamy
beans,27,59,22,5.79,21.81,130.06,23.21,clay
beans,34,60,22,5.64,17.66,100.67,18.15,clay
orange,5,18,14,7.43,33.11,119.17,93.48,loamy
guinea_corn,18,9,40,5.63,19.45,106.16,89.02,sandy loam
beans,14,67,15,5.69,19.56,139.29,24.67,clay
soybean,59,55,79,8.77,20.37,82.25,16.9,loamy
rice,90,44,38,7.47,23.84,241.2,83.88,clay
maize,86,55,21,6.8,21.54,109.75,59.64,sandy loam
beans,25,70,16,5.76,19.63,106.36,18.91,clay
rice,74,54,38,7.12,25.66,217.38,83.47,clay
guinea_corn,4,19,42,6.31,23.83,111.22,87.84,sandy loam
soybean,37,55,82,6.42,19.46,78.45,18.02,loamy
maize,74,58,18,6.73,20.04,109.02,56.36,sandy loam
beans,25,70,16,5.76,19.63,106.36,18.91,clay
guinea_corn,33,23,45,7.12,20.0,112.34,85.84,sandy loam
maize,80,43,16,6.66,23.56,66.72,71.59,sandy loam
pepper,101,13,54,6.83,25.43,56.34,82.91,loamy clay 
rice,67,43,39,6.0,26.04,186.75,84.97,clay
soybean,49,55,78,7.86,18.66,81.71,16.18,loamy
beans,14,67,22,5.62,23.83,84.64,24.75,clay
cassava,49,68,22,7.13,28.57,63.5,61.53,sandy loam
guinea_corn,32,14,37,6.83,22.73,104.68,88.49,sandy loam
pepper,110,28,46,6.5,24.29,51.26,88.05,loamy clay 
guinea_corn,0,5,36,6.15,24.35,105.53,90.89,sandy loam
yam,40,58,15,6.98,29.46,43.15,87.61,loamy
guinea_corn,5,24,40,6.3,24.69,104.67,93.87,sandy loam
guinea_corn,32,13,42,5.79,23.5,106.62,92.98,sandy loam
pepper,85,27,45,6.47,26.07,57.8,88.73,loamy clay 
maize,94,39,18,5.89,23.89,102.83,57.49,sandy loam
rice,64,45,43,5.53,25.63,209.9,83.53,clay
pepper,81,6,55,6.11,24.89,51.71,85.87,loamy clay 
tomatoes,111,5,47,6.27,28.03,21.18,91.47,sandy loam
guinea_corn,40,11,44,6.32,24.46,111.38,86.11,sandy loam
cassava,50,74,17,6.54,27.1,73.85,63.36,sandy loam
soybean,31,78,76,8.52,17.57,89.31,15.0,loamy
pepper,101,20,48,6.21,24.68,57.06,82.75,loamy clay 
yam,2,47,15,6.4,29.87,58.41,85.99,loamy
maize,66,44,20,6.74,19.08,80.73,69.02,sandy loam
orange,13,16,8,6.95,34.74,100.2,93.12,loamy
maize,78,37,22,6.33,25.34,74.52,63.32,sandy loam
maize,99,50,15,5.57,18.15,88.08,71.09,sandy loam
soybean,40,72,77,7.49,17.02,88.55,16.99,loamy
cassava,51,56,18,6.71,28.13,70.86,64.21,sandy loam
yam,39,37,15,6.82,29.0,59.84,83.79,loamy
pepper,82,22,45,6.51,26.22,54.6,85.35,loamy clay 
guinea_corn,30,20,38,7.06,22.6,110.09,93.16,sandy loam
tomatoes,85,21,52,6.08,29.63,23.7,90.1,sandy loam
pepper,114,21,55,6.47,25.44,57.52,87.94,loamy clay 
maize,79,51,16,6.59,25.34,96.46,68.5,sandy loam
orange,20,29,10,7.37,29.07,100.79,93.27,loamy
soybean,42,62,75,7.01,18.18,81.85,18.9,loamy
soybean,43,68,81,6.76,17.48,78.92,17.93,loamy
orange,33,12,8,6.82,25.26,117.37,90.31,loamy
guinea_corn,0,5,36,6.15,24.35,105.53,90.89,sandy loam
yam,31,53,16,6.45,28.74,48.55,85.82,loamy
rice,72,40,38,7.59,20.41,245.15,82.21,clay
rice,83,58,45,5.88,25.76,245.66,83.52,clay
guinea_corn,22,26,38,6.99,22.92,110.24,85.13,sandy loam
cassava,20,60,25,6.73,27.33,61.19,69.09,sandy loam
orange,31,5,14,6.58,17.67,110.69,91.7,loamy
orange,20,23,11,6.41,31.85,109.95,90.12,loamy
tomatoes,109,26,45,6.22,28.28,21.59,90.39,sandy loam
guinea_corn,18,21,35,6.37,23.28,111.14,94.94,sandy loam
soybean,39,76,76,6.14,19.97,69.16,15.57,loamy
soybean,20,79,77,7.65,18.55,76.33,16.03,loamy
maize,71,60,22,6.2,26.07,85.76,59.37,sandy loam
yam,34,35,21,6.68,28.45,58.19,82.68,loamy
guinea_corn,40,18,43,5.77,19.39,109.91,86.79,sandy loam
rice,75,54,36,7.02,26.29,257.49,84.57,clay
pepper,81,16,45,6.73,26.9,59.76,86.25,loamy clay 
maize,77,52,17,5.71,24.86,75.82,65.74,sandy loam
rice,86,59,35,6.95,25.79,243.51,82.11,clay
pepper,109,21,55,6.77,24.9,57.45,89.74,loamy clay 
guinea_corn,13,30,37,6.28,20.86,106.87,91.62,sandy loam
pepper,104,17,46,6.19,25.71,43.09,80.23,loamy clay 
rice,99,54,37,5.59,21.14,198.67,80.34,clay
rice,68,58,38,6.34,23.22,221.21,83.03,clay
beans,24,67,22,5.62,20.12,104.63,22.9,clay
tomatoes,106,10,49,6.35,27.73,20.21,92.01,sandy loam
beans,17,64,17,5.66,21.02,124.61,24.94,clay
tomatoes,113,20,48,6.44,27.47,27.28,94.88,sandy loam
yam,31,48,17,6.59,28.88,53.8,86.94,loamy
cassava,48,61,21,6.63,30.28,65.63,61.69,sandy loam
cassava,21,78,19,6.92,27.16,69.85,66.76,sandy loam
maize,75,56,18,5.7,19.4,60.95,62.36,sandy loam
soybean,29,77,75,7.78,17.5,72.94,15.48,loamy
soybean,27,76,83,6.29,19.13,89.62,14.92,loamy
maize,84,44,21,5.85,21.87,107.27,61.91,sandy loam
yam,38,36,21,6.56,28.03,36.12,84.88,loamy
beans,34,66,17,5.89,18.81,125.08,21.28,clay
maize,60,38,17,6.47,18.42,76.41,64.24,sandy loam
cassava,24,80,19,6.81,29.68,65.66,69.09,sandy loam
rice,94,53,40,5.72,20.28,241.97,82.89,clay
beans,14,59,15,5.78,21.35,146.45,22.91,clay
soybean,34,71,79,7.73,17.93,74.64,15.86,loamy
soybean,37,78,79,7.79,19.95,88.68,14.83,loamy
guinea_corn,25,27,41,6.92,19.2,108.04,94.28,sandy loam
beans,19,78,16,5.97,20.65,67.72,23.11,clay
yam,36,43,21,7.14,28.36,52.93,84.86,loamy
rice,64,45,43,5.53,25.63,209.9,83.53,clay
soybean,32,60,83,8.83,19.69,91.76,19.44,loamy
cassava,44,63,15,7.34,26.42,63.47,64.51,sandy loam
tomatoes,115,18,53,6.01,29.17,22.07,94.2,sandy loam
beans,25,70,16,5.76,19.63,106.36,18.91,clay
cassava,50,64,25,6.73,28.84,70.25,63.37,sandy loam
maize,79,45,20,5.72,23.81,89.96,59.25,sandy loam
yam,7,60,25,6.4,28.28,56.05,82.76,loamy
rice,93,56,36,6.98,24.01,185.28,82.06,clay
guinea_corn,10,5,42,6.89,20.24,109.25,91.09,sandy loam
orange,13,8,12,7.11,25.16,114.31,92.55,loamy
soybean,25,78,76,7.23,17.48,66.97,15.76,loamy
orange,13,16,8,6.95,34.74,100.2,93.12,loamy
tomatoes,85,21,47,6.19,29.87,24.7,90.61,sandy loam
maize,86,55,21,6.8,21.54,109.75,59.64,sandy loam
cassava,33,75,21,6.69,33.05,62.3,68.94,sandy loam
guinea_corn,34,9,36,6.28,22.81,110.44,86.34,sandy loam
soybean,56,67,78,8.26,17.57,77.82,16.72,loamy
beans,22,80,20,5.67,23.01,100.12,18.87,clay
maize,99,38,21,6.35,22.88,67.73,71.6,sandy loam
beans,27,56,20,5.54,19.26,94.95,20.51,clay
soybean,30,70,79,7.31,20.27,69.64,19.97,loamy
tomatoes,87,6,45,6.4,29.83,22.84,90.79,sandy loam
yam,21,44,18,7.13,27.07,50.47,86.9,loamy
beans,5,74,21,5.59,16.24,66.97,21.36,clay
guinea_corn,32,14,37,6.83,22.73,104.68,88.49,sandy loam
guinea_corn,30,20,38,7.06,22.6,110.09,93.16,sandy loam
maize,61,44,17,6.93,26.1,102.27,71.57,sandy loam
yam,10,56,16,6.83,28.17,36.36,81.05,loamy
soybean,60,61,78,6.32,20.71,94.04,19.84,loamy
maize,66,44,20,6.74,19.08,80.73,69.02,sandy loam
yam,9,48,20,6.38,29.66,56.1,84.28,loamy
rice,69,55,38,5.7,22.71,271.32,82.64,clay
pepper,81,6,55,6.11,24.89,51.71,85.87,loamy clay 
guinea_corn,21,21,38,6.33,22.55,104.9,89.33,sandy loam
tomatoes,82,20,54,6.54,29.34,21.45,90.02,sandy loam
yam,6,47,18,6.72,29.16,40.17,80.28,loamy
soybean,42,74,83,7.55,19.26,65.78,14.28,loamy
orange,34,29,8,6.45,31.88,105.34,91.15,loamy
maize,66,54,21,5.92,25.19,72.12,60.2,sandy loam
cassava,58,61,15,7.4,30.95,62.79,64.23,sandy loam
beans,19,78,16,5.97,20.65,67.72,23.11,clay
pepper,100,18,52,6.88,26.2,56.48,80.38,loamy clay 
tomatoes,83,15,49,6.44,28.93,23.2,91.39,sandy loam
rice,67,45,38,7.3,22.73,260.89,82.17,clay
rice,91,35,39,6.97,23.79,206.26,80.42,clay
orange,29,11,5,7.64,23.13,104.42,91.95,loamy
yam,19,39,17,6.89,29.28,44.47,81.8,loamy
orange,5,8,5,6.56,11.03,112.77,92.23,loamy
beans,17,77,23,5.67,24.51,64.19,20.82,clay
orange,12,8,10,8.0,16.15,107.43,91.44,loamy
yam,23,59,25,6.32,27.83,56.69,88.73,loamy
pepper,108,23,51,6.11,26.84,40.23,83.85,loamy clay 
maize,89,60,17,5.98,25.38,101.7,57.21,sandy loam
soybean,23,72,84,6.92,19.02,79.93,17.13,loamy
maize,67,60,25,5.75,24.92,109.22,66.79,sandy loam
beans,27,56,20,5.54,19.26,94.95,20.51,clay
rice,78,35,44,7.07,26.54,183.62,84.67,clay
orange,27,13,6,7.34,13.36,111.23,91.36,loamy
beans,26,65,22,5.95,17.85,143.1,18.78,clay
beans,40,73,20,5.81,21.59,61.14,20.32,clay
rice,84,51,35,6.04,22.3,197.98,80.64,clay
yam,10,37,22,7.07,28.73,58.53,89.13,loamy
guinea_corn,24,21,42,7.0,20.82,109.44,87.23,sandy loam
orange,4,23,5,7.48,22.68,110.33,93.36,loamy
yam,21,39,20,7.06,28.14,46.76,82.12,loamy
guinea_corn,8,23,38,7.01,19.3,105.48,87.18,sandy loam
tomatoes,87,6,45,6.4,29.83,22.84,90.79,sandy loam
beans,17,59,17,5.69,18.42,132.98,23.43,clay
beans,31,55,22,5.87,22.91,109.23,21.34,clay
cassava,49,72,15,7.14,31.56,74.87,67.84,sandy loam
tomatoes,100,14,49,6.37,29.49,26.02,91.08,sandy loam
rice,94,50,37,6.95,25.67,209.59,80.66,clay
soybean,28,74,81,8.75,18.01,81.99,18.31,loamy
soybean,58,66,79,8.72,20.99,93.55,19.33,loamy
beans,33,59,22,5.95,22.64,122.39,21.59,clay
pepper,119,19,55,6.82,25.19,46.87,83.45,loamy clay 
maize,60,46,22,6.63,24.89,87.93,65.61,sandy loam
orange,5,23,15,7.41,25.67,112.54,92.05,loamy
orange,7,20,12,6.48,16.53,110.04,94.77,loamy
soybean,31,79,75,8.2,18.82,89.73,16.11,loamy
soybean,26,80,83,7.53,17.08,71.31,16.15,loamy
yam,36,38,15,6.32,28.36,58.0,87.6,loamy
beans,12,63,17,5.72,18.36,138.41,19.38,clay
soybean,42,74,83,7.55,19.26,65.78,14.28,loamy
beans,13,60,25,5.69,17.14,128.26,20.61,clay
guinea_corn,9,8,40,6.55,22.49,111.66,89.92,sandy loam
pepper,97,22,50,6.77,26.26,58.98,86.15,loamy clay 
beans,34,60,22,5.64,17.66,100.67,18.15,clay
rice,73,57,41,5.82,21.45,272.2,84.94,clay
maize,60,38,17,6.47,18.42,76.41,64.24,sandy loam
orange,29,11,5,7.64,23.13,104.42,91.95,loamy
soybean,58,70,84,6.23,20.65,74.66,16.61,loamy
soybean,57,57,75,7.79,17.09,87.27,18.25,loamy
pepper,103,17,51,6.21,25.11,44.21,80.03,loamy clay 
guinea_corn,3,9,45,6.54,23.89,104.62,89.62,sandy loam
pepper,119,25,51,6.28,26.47,53.66,80.92,loamy clay 
soybean,60,68,83,6.62,19.12,85.53,18.43,loamy
tomatoes,80,18,51,6.71,28.05,20.77,91.82,sandy loam
soybean,46,76,77,6.97,18.24,83.75,19.69,loamy
tomatoes,90,23,54,6.16,28.56,27.27,90.46,sandy loam
beans,17,59,17,5.69,18.42,132.98,23.43,clay
guinea_corn,23,30,44,6.12,20.94,103.03,85.43,sandy loam
rice,69,55,38,5.7,22.71,271.32,82.64,clay
guinea_corn,12,20,39,6.03,19.86,111.02,86.2,sandy loam
yam,33,57,17,6.78,27.9,57.8,88.72,loamy
tomatoes,110,14,51,6.09,27.02,21.26,91.67,sandy loam
maize,96,46,22,6.5,20.58,66.29,69.0,sandy loam
orange,33,14,8,7.68,21.03,110.68,92.96,loamy
orange,27,13,6,7.34,13.36,111.23,91.36,loamy
orange,33,15,7,7.65,15.83,109.76,91.68,loamy
yam,0,49,18,6.99,29.68,41.82,87.94,loamy
guinea_corn,8,28,37,6.08,23.88,108.31,86.21,sandy loam
cassava,52,58,16,7.17,30.64,71.37,61.15,sandy loam
maize,81,49,20,5.51,18.04,104.23,60.61,sandy loam
cassava,49,72,15,7.14,31.56,74.87,67.84,sandy loam
pepper,106,14,45,6.42,24.47,57.27,84.16,loamy clay 
tomatoes,120,25,50,6.33,28.05,21.85,94.82,sandy loam
rice,67,59,41,6.01,21.95,213.36,80.97,clay
beans,30,63,16,5.53,23.61,100.6,21.91,clay
yam,13,47,20,6.54,29.22,43.14,87.94,loamy
maize,90,57,24,6.16,18.93,82.34,72.8,sandy loam
tomatoes,95,30,52,6.64,29.48,26.04,90.34,sandy loam
pepper,119,19,55,6.82,25.19,46.87,83.45,loamy clay 
maize,83,58,23,6.38,19.74,65.51,59.66,sandy loam
guinea_corn,0,17,42,6.86,23.2,109.09,91.19,sandy loam
beans,24,67,22,5.62,20.12,104.63,22.9,clay
soybean,29,77,75,7.78,17.5,72.94,15.48,loamy
rice,94,50,37,6.95,25.67,209.59,80.66,clay
beans,22,60,24,5.63,18.78,104.26,20.25,clay
yam,29,36,25,7.13,28.29,48.57,88.44,loamy
pepper,91,7,53,6.46,25.14,43.53,89.28,loamy clay 
cassava,52,71,16,7.08,27.74,71.79,68.54,sandy loam
orange,0,18,14,7.21,29.77,114.42,92.01,loamy
beans,3,67,24,5.52,17.0,103.29,19.91,clay
cassava,49,68,22,7.13,28.57,63.5,61.53,sandy loam
orange,18,5,11,6.25,20.88,102.46,90.94,loamy
yam,31,40,22,6.37,29.41,53.35,86.16,loamy
maize,60,44,23,5.72,24.79,76.73,70.05,sandy loam
beans,27,80,15,5.79,19.07,86.22,21.21,clay
guinea_corn,32,13,42,5.79,23.5,106.62,92.98,sandy loam
maize,92,44,16,6.08,18.88,94.76,65.77,sandy loam
yam,36,43,21,7.14,28.36,52.93,84.86,loamy
cassava,39,60,21,6.97,34.9,64.73,63.6,sandy loam
soybean,53,65,76,6.72,20.19,77.34,16.42,loamy
tomatoes,98,26,52,6.15,27.34,28.69,90.7,sandy loam
cassava,52,65,20,6.81,32.82,68.84,66.16,sandy loam
maize,76,44,17,5.86,20.42,65.28,62.55,sandy loam
orange,5,18,14,7.43,33.11,119.17,93.48,loamy
orange,0,23,15,7.6,22.57,109.86,93.37,loamy
guinea_corn,21,9,40,5.96,24.51,105.62,90.64,sandy loam
tomatoes,98,26,52,6.15,27.34,28.69,90.7,sandy loam
soybean,32,73,81,5.99,20.45,92.68,15.4,loamy
pepper,92,7,48,6.96,26.28,54.39,86.63,loamy clay 
orange,7,16,9,7.81,18.88,114.67,92.04,loamy
pepper,97,25,50,6.09,26.22,49.09,80.9,loamy clay 
cassava,25,68,19,7.11,29.4,67.48,64.26,sandy loam
maize,63,35,16,6.27,22.03,83.73,65.36,sandy loam
orange,12,8,10,8.0,16.15,107.43,91.44,loamy
maize,90,49,21,6.47,24.84,74.05,68.36,sandy loam
pepper,91,7,52,6.41,25.08,56.4,83.46,loamy clay 
tomatoes,100,17,48,6.37,29.73,26.52,94.3,sandy loam
rice,76,49,42,5.21,24.96,196.96,84.48,clay
cassava,44,58,18,6.81,28.04,72.5,65.07,sandy loam
soybean,27,62,77,6.58,18.2,70.18,14.71,loamy
soybean,43,79,79,7.81,19.41,80.25,18.98,loamy
tomatoes,108,22,47,6.16,28.54,25.13,91.73,sandy loam
orange,24,30,11,6.6,32.4,113.25,94.52,loamy
rice,61,52,41,6.88,24.98,204.8,83.89,clay
soybean,48,65,78,7.86,17.44,73.09,14.34,loamy
pepper,109,21,55,6.77,24.9,57.45,89.74,loamy clay 
cassava,56,75,15,7.15,30.2,66.37,60.07,sandy loam
yam,10,56,16,6.83,28.17,36.36,81.05,loamy
orange,37,24,13,7.85,19.14,108.02,90.71,loamy
rice,88,35,40,5.85,23.58,291.3,83.59,clay
pepper,81,6,55,6.11,24.89,51.71,85.87,loamy clay 
yam,26,54,17,6.27,28.55,49.49,88.96,loamy
yam,25,48,21,6.27,28.44,52.55,83.49,loamy
yam,36,38,15,6.32,28.36,58.0,87.6,loamy
tomatoes,106,20,51,6.34,29.73,20.49,90.97,sandy loam
rice,69,37,42,7.07,23.06,251.05,83.37,clay
guinea_corn,29,22,40,6.15,23.63,107.68,89.73,sandy loam
guinea_corn,25,17,40,6.61,18.91,111.28,87.75,sandy loam
tomatoes,113,20,48,6.44,27.47,27.28,94.88,sandy loam
guinea_corn,3,27,44,6.59,24.57,110.96,92.03,sandy loam
cassava,59,58,17,7.37,28.55,62.83,66.31,sandy loam
maize,83,58,23,6.38,19.74,65.51,59.66,sandy loam
soybean,27,73,79,7.35,19.16,82.7,15.84,loamy
pepper,102,28,54,6.86,25.16,55.5,80.28,loamy clay 
rice,99,55,35,6.5,21.72,277.96,80.24,clay
beans,26,65,22,5.95,17.85,143.1,18.78,clay
tomatoes,80,18,52,6.48,27.87,24.05,91.15,sandy loam
orange,1,17,6,6.82,10.79,117.53,91.38,loamy
orange,25,21,11,6.46,32.24,104.71,90.15,loamy
orange,8,16,6,7.11,12.23,108.42,90.26,loamy
guinea_corn,18,27,41,7.18,22.37,104.82,92.31,sandy loam
tomatoes,98,26,49,6.13,27.29,23.5,90.53,sandy loam
guinea_corn,34,9,36,6.28,22.81,110.44,86.34,sandy loam
tomatoes,115,12,52,6.69,27.51,21.02,94.96,sandy loam
maize,91,55,15,6.38,18.09,78.96,72.61,sandy loam
tomatoes,98,26,49,6.13,27.29,23.5,90.53,sandy loam
yam,14,48,21,6.99,29.25,53.43,84.8,loamy
orange,8,16,6,7.11,12.23,108.42,90.26,loamy
beans,22,70,19,5.52,18.24,69.45,21.08,clay
rice,75,54,36,7.02,26.29,257.49,84.57,clay
rice,94,50,37,6.95,25.67,209.59,80.66,clay
rice,63,44,41,5.58,24.17,257.03,83.73,clay
yam,23,45,23,6.98,28.78,56.12,86.69,loamy
beans,12,78,23,6.0,16.07,88.07,18.72,clay
yam,1,48,24,6.23,29.35,59.04,85.6,loamy
beans,31,75,18,5.82,15.47,88.89,21.44,clay
pepper,81,18,50,6.51,26.44,47.82,80.92,loamy clay 
pepper,89,22,52,6.22,24.9,53.15,86.11,loamy clay 
beans,12,61,19,5.66,19.33,68.51,24.14,clay
rice,90,46,42,7.5,23.98,250.08,81.45,clay
guinea_corn,23,30,44,6.12,20.94,103.03,85.43,sandy loam
orange,39,21,9,6.35,13.21,106.27,94.03,loamy
yam,36,55,20,6.64,27.01,55.3,84.34,loamy
rice,74,54,38,7.12,25.66,217.38,83.47,clay
yam,31,48,17,6.59,28.88,53.8,86.94,loamy
maize,91,55,15,6.38,18.09,78.96,72.61,sandy loam
guinea_corn,38,21,35,5.84,20.34,110.97,89.38,sandy loam
rice,73,35,38,5.01,24.89,185.95,81.98,clay
pepper,104,17,46,6.19,25.71,43.09,80.23,loamy clay 
tomatoes,108,22,47,6.16,28.54,25.13,91.73,sandy loam
orange,37,24,13,7.85,19.14,108.02,90.71,loamy
soybean,29,77,75,7.78,17.5,72.94,15.48,loamy
beans,25,70,16,5.76,19.63,106.36,18.91,clay
yam,14,57,15,6.62,29.88,40.12,83.15,loamy
beans,5,65,16,5.87,21.33,109.1,18.49,clay
cassava,37,62,17,7.12,25.69,74.62,69.84,sandy loam
beans,25,70,16,5.76,19.63,106.36,18.91,clay
rice,68,57,43,5.71,26.09,182.9,80.38,clay
cassava,41,78,21,6.58,25.2,70.89,60.37,sandy loam
guinea_corn,13,30,37,6.28,20.86,106.87,91.62,sandy loam
pepper,116,5,54,6.65,25.38,57.23,80.99,loamy clay 
pepper,105,14,50,6.42,26.21,59.66,87.69,loamy clay 
orange,37,6,13,7.51,26.03,101.28,91.51,loamy
yam,20,45,17,6.77,28.17,37.25,83.7,loamy
soybean,32,60,83,8.83,19.69,91.76,19.44,loamy
cassava,40,63,18,6.74,30.42,63.02,67.66,sandy loam
soybean,22,67,78,6.2,17.17,72.33,14.42,loamy
rice,91,36,45,5.95,24.44,267.98,82.45,clay
soybean,20,79,77,7.65,18.55,76.33,16.03,loamy
pepper,92,7,45,6.94,26.71,51.51,81.14,loamy clay 
yam,24,44,17,6.67,29.86,50.66,80.03,loamy
cassava,59,55,19,7.33,31.74,68.97,62.51,sandy loam
rice,78,42,42,7.63,20.13,262.72,81.6,clay
yam,28,45,23,6.49,29.65,56.76,80.3,loamy
tomatoes,109,26,45,6.22,28.28,21.59,90.39,sandy loam
tomatoes,102,11,45,6.36,29.03,24.16,93.13,sandy loam
rice,94,50,37,6.95,25.67,209.59,80.66,clay
maize,77,52,17,5.71,24.86,75.82,65.74,sandy loam
beans,11,72,20,5.95,19.52,113.33,24.93,clay
pepper,112,28,54,6.74,24.86,55.3,85.05,loamy clay 
pepper,101,10,47,6.94,25.54,57.57,83.32,loamy clay 
guinea_corn,39,24,39,6.43,23.65,109.81,93.33,sandy loam
soybean,44,74,85,7.15,20.19,78.26,19.64,loamy
orange,0,25,14,6.36,19.34,116.45,91.98,loamy
maize,76,44,17,5.86,20.42,65.28,62.55,sandy loam
beans,14,67,22,5.62,23.83,84.64,24.75,clay
maize,92,60,23,5.72,18.67,69.93,71.52,sandy loam
beans,5,59,15,5.97,18.87,134.18,20.18,clay
rice,67,47,44,7.87,26.73,280.4,81.79,clay
pepper,88,29,51,6.1,24.72,48.46,88.95,loamy clay 
maize,98,44,21,6.52,25.77,107.49,74.09,sandy loam
soybean,26,80,83,7.53,17.08,71.31,16.15,loamy
orange,20,23,11,6.41,31.85,109.95,90.12,loamy
yam,34,45,21,6.29,28.19,37.01,82.61,loamy
guinea_corn,0,5,36,6.15,24.35,105.53,90.89,sandy loam
cassava,56,79,15,7.45,29.48,71.89,63.2,sandy loam
soybean,34,71,79,7.73,17.93,74.64,15.86,loamy
guinea_corn,4,19,43,5.78,18.07,106.36,93.15,sandy loam
guinea_corn,30,20,38,7.06,22.6,110.09,93.16,sandy loam
yam,33,60,15,6.51,28.95,56.51,81.67,loamy
guinea_corn,18,21,35,6.37,23.28,111.14,94.94,sandy loam
yam,13,47,20,6.54,29.22,43.14,87.94,loamy
cassava,55,66,22,7.75,30.91,66.64,68.79,sandy loam
pepper,119,19,55,6.82,25.19,46.87,83.45,loamy clay 
soybean,49,69,82,6.26,18.32,81.79,15.36,loamy
soybean,30,70,79,7.31,20.27,69.64,19.97,loamy
orange,31,5,14,6.58,17.67,110.69,91.7,loamy
beans,14,67,22,5.62,23.83,84.64,24.75,clay
tomatoes,114,27,48,6.53,27.82,26.32,93.04,sandy loam
maize,66,44,20,6.74,19.08,80.73,69.02,sandy loam
guinea_corn,37,18,39,6.42,24.15,110.23,94.51,sandy loam
maize,76,39,24,7.0,24.25,64.24,55.65,sandy loam
tomatoes,94,5,55,6.09,28.59,26.88,91.89,sandy loam
guinea_corn,23,30,44,6.12,20.94,103.03,85.43,sandy loam
rice,91,50,40,6.46,20.82,230.22,84.13,clay
soybean,27,79,82,6.31,17.07,70.87,17.54,loamy
soybean,32,60,83,8.83,19.69,91.76,19.44,loamy
beans,27,72,23,5.96,19.93,64.03,21.8,clay
rice,84,51,35,6.04,22.3,197.98,80.64,clay
pepper,109,21,55,6.77,24.9,57.45,89.74,loamy clay 
rice,65,37,40,5.33,23.36,188.41,83.6,clay
soybean,24,56,85,6.55,18.2,80.64,17.41,loamy
beans,25,63,20,5.5,15.79,95.17,21.15,clay
soybean,20,79,77,7.65,18.55,76.33,16.03,loamy
guinea_corn,22,9,44,5.74,24.72,112.19,88.88,sandy loam
guinea_corn,29,22,43,5.56,19.66,106.04,87.95,sandy loam
guinea_corn,40,9,41,5.78,24.38,106.13,85.4,sandy loam
pepper,117,30,50,6.74,24.9,46.59,87.21,loamy clay 
beans,35,69,23,5.58,16.79,75.45,24.97,clay
soybean,52,60,79,8.38,19.45,75.63,18.23,loamy
yam,28,46,16,6.66,29.01,45.91,84.96,loamy
guinea_corn,13,7,43,7.01,18.2,109.66,91.12,sandy loam
soybean,43,79,79,7.81,19.41,80.25,18.98,loamy
maize,83,45,21,5.72,18.83,79.75,58.75,sandy loam
tomatoes,109,12,48,6.71,29.46,20.76,92.13,sandy loam
pepper,95,14,50,6.56,26.63,56.32,84.32,loamy clay 
maize,86,36,24,5.79,26.55,73.34,72.89,sandy loam
rice,74,39,38,7.78,23.24,233.05,84.59,clay
beans,9,69,20,5.59,19.31,129.34,23.96,clay
beans,3,77,25,5.61,24.85,62.21,22.89,clay
rice,79,42,37,6.59,24.87,295.61,82.84,clay
rice,99,55,35,6.5,21.72,277.96,80.24,clay
orange,39,28,10,7.18,31.35,109.15,91.48,loamy
pepper,92,7,48,6.96,26.28,54.39,86.63,loamy clay 
guinea_corn,38,21,35,5.84,20.34,110.97,89.38,sandy loam
rice,79,43,39,7.06,21.67,210.81,80.71,clay
yam,34,45,21,6.29,28.19,37.01,82.61,loamy
tomatoes,95,27,55,6.16,28.47,20.89,91.21,sandy loam
tomatoes,115,18,53,6.01,29.17,22.07,94.2,sandy loam
beans,7,56,18,5.7,18.31,76.14,24.33,clay
guinea_corn,31,25,38,6.5,24.96,109.42,92.41,sandy loam
maize,78,48,22,5.59,23.09,70.43,63.1,sandy loam
tomatoes,102,11,47,6.5,27.99,27.15,92.78,sandy loam
orange,31,25,12,7.02,18.05,111.78,90.04,loamy
beans,11,78,22,5.94,23.9,112.66,22.74,clay
soybean,45,61,78,6.49,19.49,81.53,16.06,loamy
rice,91,50,40,6.46,20.82,230.22,84.13,clay
beans,1,62,23,5.61,15.44,139.03,18.37,clay
pepper,88,5,47,6.66,25.86,41.17,86.67,loamy clay 
soybean,37,55,82,6.42,19.46,78.45,18.02,loamy
tomatoes,115,12,52,6.69,27.51,21.02,94.96,sandy loam
pepper,109,21,55,6.77,24.9,57.45,89.74,loamy clay 
yam,14,57,15,6.62,29.88,40.12,83.15,loamy
pepper,117,27,48,6.84,26.53,54.31,82.39,loamy clay 
tomatoes,95,23,45,6.27,27.82,21.19,90.57,sandy loam
cassava,42,58,25,6.51,27.46,69.46,62.9,sandy loam
orange,11,14,5,6.95,11.5,115.57,94.89,loamy
tomatoes,85,9,53,6.45,28.21,28.79,92.87,sandy loam
pepper,110,21,54,6.75,26.74,47.46,87.82,loamy clay 
beans,40,78,20,5.67,19.19,80.15,20.83,clay
maize,61,60,15,6.27,24.88,91.26,68.74,sandy loam
rice,85,38,41,6.25,21.59,276.66,82.79,clay
guinea_corn,40,27,45,5.89,21.66,112.43,94.79,sandy loam
